index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
67,16,0,0,0,10.000000000000002,20,10.0,24.879233756203558,20,20.9,25.77326471146434,6,15.0,37.99999999999999,20,38.0,1,1.677,40550,5,10,1.0,298.7923375620356,False,0.4581325655195262,9,2.7020000000000013,16749,695,0,0.0,6950.000000000001,False,-0.27543708799082833,0,1.7030000000000003,26252,407,24,1.0,10744.406491849993,False,-0.20490261864723194,0,0.2,39932,0,10,0.0,257.7326471146434,False,0.007212408195236047,0,2.027,57968,4,91,1.0,3561.093058845857,False,-0.02004975267876648,7,6.003000000000001,41642,464,0,0.0,11958.794826119454,False,-0.21895003504847013,0.5,223093,0.0,0.0,17,0,0,8,6,5.090909090909091,4,12,15,141.0,43.0,12,4,15,784,1.0564185180119239,98.76018007914536
68,15,0,0,0,10.0,20,10.0,24.879233756203558,0,,25.96360372906945,12,28.0,37.99999999999999,20,38.0,0,1.6760000000000004,40470,3,20,1.0,527.5846751240712,False,0.4593648730854843,0,2.693000000000001,16629,707,0,0.0,7070.0,False,-0.2775867010604758,0,1.7030000000000003,26588,397,22,1.0,10448.255083252341,False,-0.20017781612042615,0,0.2,39932,0,10,0.0,259.6360372906945,False,0.0072363357631957176,0,2.027,58050,6,90,1.0,3575.781622374416,False,-0.01858439567684296,9,6.086,41523,464,0,0.0,12047.112130288226,False,-0.22017752595259857,0.5,223192,0.0,0.0,15,0,0,7,4,4.0,2,9,18,132.0,63.0,9,6,18,954,1.020978690998163,99.78115877014352
69,18,0,0,0,10.0,20,10.0,24.879233756203558,0,,25.31075023897554,8,15.0,37.99999999999999,20,38.0,0,1.6760000000000002,40340,6,30,1.0,806.3770126861067,False,0.45970150853908903,0,2.693000000000001,16559,714,0,0.0,7140.0,False,-0.27884064201777015,0,1.703,26708,387,24,1.0,10235.72146938619,False,-0.19983253545801039,0,0.2,39932,0,10,0.0,253.1075023897554,False,0.007154265379264814,0,2.027,58310,4,90,1.0,3521.2430009559016,False,-0.014767323801841014,10,6.1770000000000005,41387,464,0,0.0,11744.18811088465,False,-0.22489225934555232,0.5,223236,0.0,0.0,17,0,0,9,4,4.0,3,12,14,186.0,33.0,12,6,14,700,1.052534193964675,100.8336929641082
70,14,0,0,0,10.0,20,10.0,24.032686733931822,14,12.0,25.31075023897554,0,,37.99999999999999,20,38.0,0,1.6760000000000004,40310,2,39,1.0,957.274782623341,False,0.4613298004912464,13,2.823000000000001,16205,728,0,0.0,7280.0,False,-0.2890154772141015,0,1.7030000000000003,26540,391,34,1.0,10257.34602109251,False,-0.2037845574861403,0,0.2,39932,0,10,0.0,253.1075023897554,False,0.007154265379264814,0,2.027,58652,0,85,0.4,3229.9999999999995,False,-0.01154647291335225,11,6.277000000000001,41224,464,0,0.0,11744.18811088465,False,-0.2275656614547518,0.39999999999999997,222863,0.0,0.0,15,0,0,6,6,6.0,2,8,17,114.0,33.0,8,6,17,572,0.8583188470220193,101.69201181113021
71,17,0,0,0,10.0,20,10.0,22.158680911302184,33,11.272727272727273,24.823291152267124,6,15.0,37.99999999999999,20,38.0,0,1.6760000000000002,40378,2,35,1.0,795.5538318955764,False,0.4608690497258452,19,3.000000000000001,15735,738,0,0.0,7380.0,False,-0.3040627687016337,0,1.7030000000000003,26258,414,38,1.0,10116.978961065255,False,-0.2126391743216014,0,0.2,39932,0,10,0.0,248.23291152267126,False,0.007092986769279867,0,2.027,59146,0,72,0.0,2735.9999999999995,False,-0.007495366649718719,7,6.336000000000001,41055,470,0,0.0,11666.946841565548,False,-0.23097089729899836,0.3333333333333333,222504,0.0,0.0,21,0,0,8,7,7.0,2,10,19,150.0,21.0,10,7,19,952,0.8399590459885076,102.53197085711872
72,19,0,0,0,10.0,20,10.0,21.889440187066285,5,11.0,24.41131283642782,5,15.0,37.99999999999999,15,38.0,0,1.6760000000000004,40353,0,40,1.0,875.5776074826514,False,0.461406878895863,0,2.9810000000000008,15615,750,0,0.0,7500.0,False,-0.3062123817712812,0,1.7030000000000003,26278,409,43,1.0,10002.467488476506,False,-0.21357586000306097,0,0.2,39932,0,10,0.0,244.11312836427817,False,0.00704119686685115,0,2.027,59071,0,77,0.5,2925.9999999999995,False,-0.007167341851043939,15,6.479000000000002,40768,470,0,0.0,11473.317033121075,False,-0.2372659376332923,0.4166666666666667,222017,0.0,0.0,12,0,0,7,8,8.0,2,9,18,147.0,75.0,9,10,18,330,0.7886970669496804,103.3206679240684
73,18,0,0,0,10.0,20,10.0,22.118063083716326,20,24.25,25.123313946037747,13,31.0,37.99999999999999,9,38.0,0,1.6760000000000002,40698,0,34,0.9,752.0141448463551,False,0.4715537070945535,5,3.0310000000000006,15435,761,0,0.0,7610.0,False,-0.3106907423330467,0,1.703,26196,419,40,1.0,10272.400989918651,False,-0.21224416717053038,0,0.2,39932,0,10,0.0,251.23313946037746,False,0.007130702713586546,0,2.027,58832,0,86,0.9,3267.9999999999995,False,-0.00828262616653819,9,6.554000000000002,40483,474,0,0.0,11908.450810421893,False,-0.2383719242720154,0.4666666666666666,221576,0.0,0.0,14,0,0,7,5,5.0,2,9,12,162.0,41.0,9,9,12,1038,0.6386070610024035,103.9592749850708
74,12,0,0,0,10.0,20,10.0,21.550386998493156,10,11.0,24.676443443485002,5,15.0,37.99999999999999,11,38.0,0,1.6760000000000004,40683,0,36,0.7,775.8139319457537,False,0.4714426399388391,5,3.076000000000001,15240,774,0,0.0,7740.0,False,-0.3153482373172829,0,1.7030000000000003,26161,419,45,1.0,10140.052107325457,False,-0.2147879002950991,0,0.2,39932,0,10,0.0,246.76443443485002,False,0.007074526505189972,0,2.027,58757,0,91,0.5,3457.9999999999995,False,-0.00795460136786341,11,6.655000000000001,40320,474,0,0.0,11696.634192211892,False,-0.24278235396982265,0.3666666666666667,221093,0.0,0.0,12,0,0,3,5,5.0,2,5,8,90.0,36.0,5,7,8,330,0.3701035470003262,104.32937853207113
75,8,0,0,0,10.0,20,10.0,22.009435351191946,9,31.0,26.26627698515668,11,41.0,37.999999999999986,13,38.0,0,1.6760000000000002,40832,3,37,1.0,844.349107994102,False,0.47800854664649794,0,3.071000000000001,15170,781,0,0.0,7810.0,False,-0.31660217827457726,0,1.7030000000000003,26333,418,44,1.0,10355.660164145127,False,-0.20775305269591784,0,0.2,39932,0,10,0.0,262.6627698515668,False,0.00727438489781724,0,2.027,58909,0,87,0.0,3305.9999999999986,False,-0.006708107132899247,9,6.734000000000001,39744,485,0,0.0,12739.14433780099,False,-0.2436802386560743,0.3333333333333333,220920,0.0,0.0,14,0,0,2,5,5.0,0,2,5,36.0,33.0,2,6,5,1082,0.29208225198090076,104.62146078405203
76,5,0,0,0,10.0,20,10.0,21.688909690778267,5,11.0,26.26627698515668,0,,37.999999999999986,9,38.0,0,1.6760000000000004,40742,2,47,1.0,1039.3787554665787,False,0.4782777793684898,5,3.121000000000001,14995,792,0,0.0,7920.0,False,-0.32090140441387216,0,1.7030000000000003,26278,413,54,1.0,10375.898659489885,False,-0.2088814469315396,0,0.2,39932,0,10,0.0,262.6627698515668,False,0.00727438489781724,0,2.027,58909,0,87,0.0,3305.9999999999986,False,-0.006708107132899247,9,6.815000000000001,39619,485,0,0.0,12739.14433780099,False,-0.24573039364779167,0.3333333333333333,220475,0.0,0.0,9,0,0,2,6,6.0,0,2,4,21.0,24.0,2,3,4,200,0.25062114698812366,104.87208193104016
77,4,0,0,0,10.0,0,,21.688909690778267,0,,26.419555581200843,1,42.0,37.99999999999998,10,38.0,0,1.6760000000000002,40742,0,49,0.2,1062.7565748481352,False,0.47869655658584354,0,3.116000000000001,14995,792,0,0.0,7920.0,False,-0.32090140441387216,0,1.703,26320,403,63,1.0,10405.062606999294,False,-0.20745885997134694,0,0.2,39932,0,10,0.0,264.1955558120084,False,0.007293653590436087,0,2.027,58909,0,87,0.0,3305.999999999998,False,-0.006708107132899247,10,6.906000000000001,39429,486,0,0.0,12839.90401246361,False,-0.24802033743530852,0.19999999999999998,220327,0.0,0.0,1,0,0,1,5,5.0,0,1,3,18.0,9.0,1,3,3,42,0.2022791199851781,105.07436105102533
78,3,0,0,0,10.0,0,,21.688909690778267,0,,26.586399963896206,1,42.0,37.999999999999986,10,38.0,0,1.6760000000000004,40742,0,49,0.0,1062.7565748481352,False,0.47869655658584354,0,3.116000000000001,14995,792,0,0.0,7920.0,False,-0.32090140441387216,0,1.7030000000000003,26362,393,72,1.0,10437.962305876386,False,-0.20598931078246616,0,0.2,39932,0,10,0.0,265.86399963896207,False,0.007314627641662498,0,2.027,58909,0,87,0.0,3305.9999999999986,False,-0.006708107132899247,10,6.996,39241,487,0,0.0,12947.576782417453,False,-0.2502207870756798,0.16666666666666666,220181,0.0,0.0,1,0,0,0,6,6.0,0,0,2,0.0,8.0,0,3,2,42,0.10660172195639461,105.18096277298173
79,2,0,0,0,10.0,0,,21.688909690778267,0,,26.767640946006324,1,42.0,37.999999999999986,10,38.0,0,1.6760000000000002,40742,0,49,0.0,1062.7565748481352,False,0.47869655658584354,0,3.116000000000001,14995,792,0,0.0,7920.0,False,-0.32090140441387216,0,1.7030000000000003,26404,383,81,1.0,10475.031328194587,False,-0.2044673489189598,0,0.2,39932,0,10,0.0,267.67640946006327,False,0.007337411493187331,0,2.027,58909,0,87,0.0,3305.9999999999986,False,-0.006708107132899247,10,7.086000000000002,39047,488,0,0.0,13062.608781651086,False,-0.2524592939130809,0.16666666666666666,220029,0.0,0.0,1,0,0,0,6,6.0,0,0,0,0.0,6.0,0,2,0,42,0.09608721302356571,105.2770499860053
